"Paper Name","DOI","Run ID","Method","Total Formulation Volume","API Name","API Initial Amount","Chitosan Molecular Weight/Type","Chitosan Initial Amount","Alginate Initial Amount","CS_ALG Ratio","Surfactant Type","Surfactant Initial Amount","Crosslinker Type","Crosslinker Initial Amount","Stirring Speed","Temperature","Sonication Time","pH","Particle Size","Zeta Potential","Encapsulation Efficiency","Data Extraction Remarks","Data Extraction Thoughts"
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","5","Ionic gelation","13 mL","Nisaplin","1 mL @ 3.2 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.0625 mg/mL","8 mL @ 0.5 mg/mL","1:8",,,,,,"25 C",,,"93 nm","-34.6 mV","31.9%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","6","Ionic gelation","13 mL","Nisaplin","1 mL @ 2 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.1 mg/mL","8 mL @ 0.5 mg/mL","1:5",,,,,,"25 C",,,"112 nm","-42.1 mV","21.8%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","7","Ionic gelation","13 mL","Nisaplin","1 mL @ 0.8 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.14 mg/mL","8 mL @ 0.7 mg/mL","1:5",,,,,,"25 C",,,"104 nm","-53.2 mV","12.1%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","8","Ionic gelation","13 mL","Nisaplin","1 mL @ 2 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.0625 mg/mL","8 mL @ 0.3 mg/mL","1:8",,,,,,"25 C",,,"122 nm","-33.1 mV","21.7%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","9","Ionic gelation","13 mL","Nisaplin","1 mL @ 2 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.15 mg/mL","8 mL @ 0.3 mg/mL","1:2",,,,,,"25 C",,,"403 nm","-31.0 mV","23.2%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","10","Ionic gelation","13 mL","Nisaplin","1 mL @ 2 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.1 mg/mL","8 mL @ 0.5 mg/mL","1:5",,,,,,"25 C",,,"106 nm","-42.0 mV","21.2%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","11","Ionic gelation","13 mL","Nisaplin","1 mL @ 2 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.1 mg/mL","8 mL @ 0.5 mg/mL","1:5",,,,,,"25 C",,,"175 nm","-41.0 mV","19.6%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","12","Ionic gelation","13 mL","Nisaplin","1 mL @ 0.8 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.25 mg/mL","8 mL @ 0.5 mg/mL","1:2",,,,,,"25 C",,,"418 nm","-44.3 mV","26.5%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","13","Ionic gelation","13 mL","Nisaplin","1 mL @ 3.2 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.25 mg/mL","8 mL @ 0.5 mg/mL","1:2",,,,,,"25 C",,,"377 nm","-23.7 mV","32.4%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","14","Ionic gelation","13 mL","Nisaplin","1 mL @ 2 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.0875 mg/mL","8 mL @ 0.7 mg/mL","1:8",,,,,,"25 C",,,"40 nm","-45.6 mV","15.9%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Optimization and characterization of nisin-loaded alginate-chitosan nanoparticles with antimicrobial activity in lean beef","10.1016/j.lwt.2018.01.014","15","Ionic gelation","13 mL","Nisaplin","1 mL @ 3.2 mg/mL","CS (Low MW, 75-85% DDA)","4 mL @ 0.06 mg/mL","8 mL @ 0.3 mg/mL","1:5",,,,,,"25 C",,,"86 nm","-33.2 mV","35.6%",,"- Constants & Hunted Values: Fixed volumes hunted from methods text: 1 mL Nisaplin solution, 8 mL ALG solution, 4 mL CS solution. Fixed Temp: 25 C. CS Type: Low MW (50000-190000 Da, 75-85% DDA). No surfactant or crosslinker used.
- DoE Mapping: X1 (ALG mg/ml): -1=0.3, 0=0.5, +1=0.7. X2 (ALG/CS w/w): -1=2, 0=5, +1=8. X3 (Nisaplin mg/ml): -1=0.8, 0=2, +1=3.2.
- Volume Logic: Total Vol is 13 mL (1 mL Nisaplin + 8 mL ALG + 4 mL CS), explicitly stated in methods.
- CQA Pairing Strategy: Table 2 contains both DoE inputs and observed CQA outputs (Y1=EE, Y2=z-average, Y3=zeta potential) for all 15 runs. All runs paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","1","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.04% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.20% w/v + 25 mL @ 0.50% w/v",,"25 C",,"4.6","394 nm","-44.5 mV","100%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","2","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.04% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.24% w/v + 25 mL @ 0.50% w/v",,"25 C",,"4.6","540 nm","-44.3 mV","100%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","3","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.11% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.20% w/v + 25 mL @ 0.50% w/v",,"25 C",,"4.6","472 nm","-40.0 mV","89%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","4","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.11% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.24% w/v + 25 mL @ 0.50% w/v",,"25 C",,"4.6","543 nm","-39.5 mV","93%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","5","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.07% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.20% w/v + 25 mL @ 0.25% w/v",,"25 C",,"4.6","488 nm","-40.5 mV","94%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","6","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.07% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.24% w/v + 25 mL @ 0.25% w/v",,"25 C",,"4.6","588 nm","-39.5 mV","100%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","7","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.07% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.20% w/v + 25 mL @ 0.75% w/v",,"25 C",,"4.6","406 nm","-38.8 mV","85%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","8","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.07% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.24% w/v + 25 mL @ 0.75% w/v",,"25 C",,"4.6","507 nm","-36.6 mV","88%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","9","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.04% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.22% w/v + 25 mL @ 0.25% w/v",,"25 C",,"4.6","516 nm","-44.3 mV","100%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
"Design for optimization of nanoparticles integrating biomaterials for orally dosed insulin","DOI Missing","10","Ionotropic pregelation","175 mL (sum of stated component volumes)","Insulin","117.5 mL @ 0.006% w/v","CS (Low MW, 50 kDa)","25 mL @ 0.11% w/v","117.5 mL @ 0.06% w/v",,"Poloxamer 188","117.5 mL @ 0.04% w/v","CaCl2 + BSA","7.5 mL @ 0.22% w/v + 25 mL @ 0.25% w/v",,"25 C",,"4.6","546 nm","-38.8 mV","100%","Dextran sulfate also included at 117.5 mL @ 0.04% w/v","- Constants & Hunted Values: Fixed constants from methods text: Alginate (0.06% w/v), Dextran sulfate (0.04% w/v), Poloxamer 188 (0.04% w/v), Insulin (0.006% w/v). Fixed volumes: 117.5 mL alginate/dextran sulfate/poloxamer/insulin solution, 7.5 mL CaCl2 solution, 25 mL chitosan solution, 25 mL BSA solution. Chitosan MW = 50 kDa. pH values: Alginate solution pH 4.9, Chitosan solution pH 4.6, BSA solution pH 5.1.
- DoE Mapping: No DoE codes used. Table 2 directly lists the real physical concentration values for X1 (CaCl2), X2 (Chitosan), and X3 (BSA).
- Volume Logic: Total Vol is not explicitly stated as a single final volume, but summing the explicitly stated component volumes (117.5 + 7.5 + 25 + 25) gives 175 mL. Output as '175 mL (sum of stated component volumes)'.
- CQA Pairing Strategy: Table 2 provides both the formulation inputs (CaCl2, Chitosan, BSA concentrations) and the corresponding CQA outputs (Size, Zeta, EE) for all 15 runs. All extracted runs are successfully paired."
